sector,name,date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
"PAPER, BOARD & PACKAGING",SPEL Limited,2026-07-21,SPEL,48.3,48.03,49.55,47.8,83.5,32.91,9.59B,199.74M,39.95M,1.09M,20,2.5,6.37,13,1.43,7.54,0.18
OIL & GAS MARKETING COMPANIES,Sitara Petroleum Service Limited,2026-07-21,SPSL,17.74,17.5,17.95,17.42,23.45,17.12,29.4B,1.68B,335.98M,4.24M,20,,,,,,
REAL ESTATE INVESTMENT TRUST,Signature Residency Reit,2026-07-21,SRR,16.06,16.2,16.34,16.06,21,15.26,534.6M,33M,13.2M,63.7K,40,,,,,,
LEATHER & TANNERIES,Service Industries Limited,2026-07-21,SRVI,2030,2041.28,2053.5,2001,2464,1130,95.91B,46.99M,23.49M,6.87K,50,0.86,223.93,6.65,3.66,9.12,0.09
OIL & GAS MARKETING COMPANIES,Sui Southern Gas Company Limited,2026-07-21,SSGC,29.31,28.25,29.88,28.01,46.23,19.02,24.89B,880.92M,336.86M,8.25M,38.24,1.77,-2.87,-0.65,1.89,-9.86,88
VANASPATI & ALLIED INDUSTRIES,S.S.Oil Mills Limited,2026-07-21,SSOM,475,461.56,475,458.5,1140,351.1,2.61B,5.66M,1.4M,13.83K,24.69,,,,,,
GLASS & CERAMICS,Shabbir Tiles & Ceramics Limited,2026-07-21,STCL,11.17,11.08,11.45,11.05,19.4,8.55,2.65B,239.32M,131.63M,193.86K,55,0,-4.03,-8,1.52,-2.75,0.13
TEXTILE WEAVING,Shahtaj Textile Limited,2026-07-21,STJT,143.89,141,143.89,139,162,70,1.36B,9.66M,1.45M,507.6,15,3.9,27.72,4.42,0.55,5.09,0.45
TECHNOLOGY & COMMUNICATION,Supernet Technologies Limited,2026-07-21,STL,39.56,38.96,40.64,37.02,2231.81,37.02,4.19B,107.62M,43.05M,1.94M,40,,,,,,
TEXTILE COMPOSITE,Shams Textile Mills Limited,2026-07-21,STML,70.38,59.68,70.38,57.58,70.38,22.8,515.64M,8.64M,2.59M,35.06K,30,0,-6.99,-1.76,0.68,-8.53,0.68
APPAREL,Stylers International Limited,2026-07-21,STYLERS,51.5,49.19,52.35,49,61.12,36,24.05B,488.83M,24.44M,25.19K,5,3.05,2.28,5.99,1.77,21.61,
TEXTILE COMPOSITE,Suraj Cotton Mills Limited,2026-07-21,SURC,138,137.09,138,131,152.48,88,6.69B,48.81M,9.76M,5.76K,20,3.65,29.17,5.06,0.46,4.7,0.79
TECHNOLOGY & COMMUNICATION,Symmetry Group Limited,2026-07-21,SYM,11.35,11.5,11.55,11.31,17.04,9.01,3.28B,285.25M,156.89M,1.28M,55,,,,,,
TECHNOLOGY & COMMUNICATION,Systems Limited,2026-07-21,SYS,137.4,137.83,143,137.1,174.4,105.98,203.08B,1.47B,957.71M,1.56M,65,1.45,7.86,13.4,3.28,17.53,0.22
TEXTILE SPINNING,Shahzad Textile Mills Limited,2026-07-21,SZTM,93,91.17,94,90.51,127.25,36,1.64B,17.97M,1.8M,77.94K,10,,,,,,
TEXTILE SPINNING,Tata Textile Mills Limited,2026-07-21,TATM,130,134.24,138,130,311,82,7.52B,55.99M,11.2M,31.51K,20,,,,,,
SUGAR & ALLIED INDUSTRIES,Tariq Corporation Limited,2026-07-21,TCORP,22.95,22.64,22.98,22.03,31.87,15.62,1.5B,66.21M,23.17M,34.73K,35,0,0.85,0.7,0.4,26.55,-1.48
TECHNOLOGY & COMMUNICATION,Telecard Limited,2026-07-21,TELE,8.89,8.79,9.1,8.74,14.09,6.22,2.98B,338.62M,326M,5.15M,96.27,0,0.51,1.67,0.68,17.31,0.71
GLASS & CERAMICS,Tariq Glass Industries Limited,2026-07-21,TGL,189.9,191.62,193.9,189.9,291.5,128,32.99B,172.17M,68.87M,93.98K,40,3.65,24.49,13.38,1.35,7.83,0.25
CEMENT,Thatta Cement Company Limited,2026-07-21,THCCL,66.49,65.29,67.8,65,103.5,42.52,32.55B,498.59M,174.51M,5.82M,35,0,7.24,24.4,3.2,9.02,0.05
SUGAR & ALLIED INDUSTRIES,The Thal Industries Corporation Limited,2026-07-21,TICL,930.03,953.06,975,930.02,1270,371.99,14.32B,15.02M,226.46K,882,1.51,1.05,182.06,7.68,1.16,5.23,0.29
FOOD & PERSONAL CARE PRODUCTS,The Organic Meat Company Limited,2026-07-21,TOMCL,38.49,38.04,39,37.8,75.85,28.3,7.47B,196.34M,107.99M,2.17M,55,0,1.84,2.74,1.14,20.68,2.22
TEXTILE COMPOSITE,Towellers Limited,2026-07-21,TOWL,124.9,124.78,125,122.5,195.95,92.5,2.12B,17M,3.4M,5.92K,20,,,,,,
REAL ESTATE INVESTMENT TRUST,TPL REIT Fund I,2026-07-21,TPLRF1,10.3,10.37,10.44,10.21,18.39,7.5,19.03B,1.83B,1.38B,14.84M,75,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Treet Corporation Limited,2026-07-21,TREET,22.98,22.72,23.01,22.65,37,19.55,8.43B,371.03M,185.51M,1.67M,50,0,1.29,1.81,1.04,17.55,0.49
MODARABAS,Trust Modaraba,2026-07-21,TRSM,15.65,15.1,15.65,15.05,71.65,8,449.98M,29.8M,23.84M,662.59K,80,,,,,,
MISCELLANEOUS,United Brands Limited,2026-07-21,UBDL,24,24.43,26.02,24,34.5,20.01,2.24B,91.8M,4.59M,29.23K,5,,,,,,
MISCELLANEOUS,UDL International Limited,2026-07-21,UDLI,17.9,17.81,18.25,17.79,25.5,8.31,625.5M,35.12M,14.05M,54.17K,40,,,,,,
MISCELLANEOUS,United Distributors Pakistan Limited,2026-07-21,UDPL,125,121.05,125,120.5,168.99,72,4.27B,35.27M,5.29M,5.72K,15,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Unity Foods Limited,2026-07-21,UNITY,10.08,10.43,10.78,10.08,31.74,7.51,12.45B,1.19B,537.32M,6.8M,45,0,1.6,2.34,0.67,6.52,0.11
FOOD & PERSONAL CARE PRODUCTS,Unilever Pakistan Foods Limited,2026-07-21,UPFL,25440,25250.02,25440,25215.03,36971.47,22562.78,160.84B,6.37M,521.22K,37.8,8.18,5.77,1001.9,14.74,18.98,25.2,1.03
OIL & GAS MARKETING COMPANIES,Wafi Energy Pakistan Limited,2026-07-21,WAFI,185,184.33,186.9,184,260,165,39.45B,214.02M,32.1M,57.62K,15,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Wahdat Poultry Farm Limited,2026-07-21,WAHDAT,17.41,16.93,17.45,16.9,21.78,16.26,5.68B,335.22M,83.81M,353.1K,25,,,,,,
CHEMICAL,Wah Noble Chemicals Limited,2026-07-21,WAHN,290.05,292.92,295,290,435,225.23,2.64B,9M,3.15M,1.38K,35,3.41,51.77,9.43,0.91,5.66,0.35
MODARABAS,Wasl Mobility Modaraba,2026-07-21,WASL,6.1,6.13,6.49,5.11,6.49,4.31,985.2M,160.72M,96.43M,2.78M,60,,,,,,
CABLE & ELECTRICAL GOODS,Waves Corporation Limited,2026-07-21,WAVES,10.62,10.6,10.73,10.58,16.95,8.02,2.98B,281.41M,196.98M,1.17M,70,0,1,5.91,0.3,10.55,-2.14
TEXTILE COMPOSITE,Zahidjee Textile Mills Limited,2026-07-21,ZAHID,81,81.37,85,78.02,161,32.69,15.58B,191.42M,5.94M,253.78K,3.11,0,7.93,3.96,0.71,10.26,0.74
TECHNOLOGY & COMMUNICATION,Zarea Limited,2026-07-21,ZAL,39.55,39.77,40.8,39.55,79.5,23.11,10.44B,262.5M,65.62M,467.18K,25,,,,,,
FOOD & PERSONAL CARE PRODUCTS,ZIL Limited,2026-07-21,ZIL,400,371.5,400,371.03,722,300,2.27B,6.12M,306.13K,303.8,5,,,,,,
TEXTILE WEAVING,Zephyr Textiles Limited,2026-07-21,ZTL,19.58,19.14,19.94,18.9,24.48,9.75,1.14B,59.43M,14.86M,103.94K,25,0,-0.82,-0.65,0.46,-23.39,3.18
PHARMACEUTICALS,Abbott Laboratories (Pakistan) Limited,2026-07-22,ABOT,939,924.32,945.8,920,1304,821,90.49B,97.9M,21.17M,32.6K,21.63,4.33,84.85,10.97,2.69,10.89,0.61
CEMENT,Attock Cement Pakistan Limited,2026-07-22,ACPL,225.99,221.02,225.99,220.11,325.01,205,30.37B,137.43M,13.74M,258.86K,10,3.85,20.97,6.74,1.27,10.54,0.77
SUGAR & ALLIED INDUSTRIES,Adam Sugar Mills Limited,2026-07-22,ADAMS,65.1,67.01,68,65.1,90.98,57.25,1.16B,17.29M,3.46M,2.61K,20,5.97,9.29,1.54,0.23,7.22,-6.16
AUTOMOBILE PARTS & ACCESSORIES,Agriauto Industries Limited,2026-07-22,AGIL,156.8,155.72,156.8,155,198,121.2,5.61B,36M,21.6M,2.71K,60,1.12,24.75,5.37,0.83,6.29,0.48
PHARMACEUTICALS,AGP Limited,2026-07-22,AGP,194.67,191.84,195,191,258.67,163,53.72B,280M,84M,163.31K,30,4.17,13.41,13.14,3.29,14.31,0.26
AUTOMOBILE ASSEMBLER,Al-Ghazi Tractors Limited,2026-07-22,AGTL,374.9,371.5,374.9,371,497,288,21.53B,57.96M,3.67M,11.78K,6.34,0,35.36,8.63,1.92,10.5,1.27
TEXTILE COMPOSITE,Ahmad Hassan Textile Mills Limited,2026-07-22,AHTM,118.9,121.25,121.25,116.25,134.15,60,1.03B,8.47M,1.27M,16.66K,15,1.24,12.65,2.07,0.43,9.58,-3.31
TECHNOLOGY & COMMUNICATION,Air Link Communication Limited,2026-07-22,AIRLINK,134.98,132.64,134.98,132,199,118,52.43B,395.27M,118.58M,1.43M,30,6.79,14.02,6.35,2.86,9.46,
MISCELLANEOUS,Al-Khair Gadoon Limited,2026-07-22,AKGL,0,49.95,0,0,68.75,0,499.5M,10M,1M,14,10,,,,,,
SUGAR & ALLIED INDUSTRIES,Al-Noor Sugar Mills Limited,2026-07-22,ALNRS,137.2,134,138.47,133,144,82,2.74B,20.47M,4.09M,994.8,20,2.99,13.88,1.67,0.38,9.65,3.93
TEXTILE COMPOSITE,Azgard Nine Limited,2026-07-22,ANL,10.28,10.21,10.28,9.91,13.7,8.01,4.96B,485.41M,242.7M,253.9K,50,0,1.6,1.96,0.32,6.37,0.39
TEXTILE COMPOSITE,AN Textile Mills Limited,2026-07-22,ANTM,57.8,52.58,57.8,52.51,66.38,20.81,507.92M,9.66M,1.45M,3.98K,15,,,,,,
TEXTILE SPINNING,Arctic Textile Mills Limited,2026-07-22,ARCTM,37.8,37.62,38.9,36.5,46.98,24.14,495.64M,13.17M,2.7M,26.36K,20.52,,,,,,
CHEMICAL,Archroma Pakistan Limited,2026-07-22,ARPL,375.01,380,380,375.01,535,325,13.13B,34.56M,8.64M,2.36K,25,7.89,38.21,4.75,2.71,9.95,4.67
TEXTILE WEAVING,Ashfaq Textile Mills Limited,2026-07-22,ASHT,31.61,30.47,32.7,29,70,13.64,1.42B,46.57M,2.33M,4.3K,5,,,,,,
ENGINEERING,Aisha Steel Mills Limited,2026-07-22,ASL,12.72,12.55,12.95,12.49,15.94,8.51,11.68B,930.78M,279.24M,3.17M,30,0,0.07,0.28,1.17,180.32,-13.67
TEXTILE SPINNING,Asim Textile Mills Limited,2026-07-22,ASTM,24.79,24.13,25,24,41.94,12,366.22M,15.18M,2.28M,152.59K,15,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Atlas Battery Limited,2026-07-22,ATBA,210.5,206.04,210.5,205.01,311.98,169.02,7.21B,35.02M,8.75M,6.48K,25,0,2.24,0.23,0.91,92.12,453.04
REFINERY,Attock Refinery Limited,2026-07-22,ATRL,919,913.67,934.5,910.02,1005,597.1,97.41B,106.62M,42.65M,1.38M,40,0.82,180.56,6.62,0.57,5.06,-0.01
TECHNOLOGY & COMMUNICATION,Avanceon Limited,2026-07-22,AVN,32.5,32.67,32.99,32.25,54.3,26.5,14.04B,429.67M,150.38M,284.76K,35,3.06,1.02,2.52,0.93,32.02,-11.73
TEXTILE SPINNING,Allawasaya Tex. & Finishing Mills Ltd,2026-07-22,AWTX,1744.6,1586,1744.6,1744.6,1744.6,1270,1.27B,800K,4.5K,1,0.56,0,9.84,0.15,1.01,161.26,-19.84
SUGAR & ALLIED INDUSTRIES,Baba Farid Sugar Mills Limited,2026-07-22,BAFS,420,461.24,461.24,390,506.46,64,4.36B,9.45M,472.5K,8.38K,5,0.43,60.89,8.1,2.13,7.58,0.05
LEATHER & TANNERIES,Bata Pakistan Limited,2026-07-22,BATA,967,960.04,967,960,1750,875,7.26B,7.56M,1.79M,750.6,23.67,0,-368,-15.26,2.4,-2.61,0.12
FOOD & PERSONAL CARE PRODUCTS,Big Bird Foods Limited,2026-07-22,BBFL,42.98,45.12,46.69,41.63,57.35,34,13.49B,298.91M,115.24M,790.53K,38.55,,,,,,
ENGINEERING,Bolan Castings Limited,2026-07-22,BCL,72.18,72.36,73,71,130.44,56.02,830.15M,11.47M,6.31M,3.93K,55,0,-1.36,-1.1,2.61,-53.37,4.17
ENGINEERING,Beco Steel Limited,2026-07-22,BECO,5.22,5.13,5.22,5.11,73.6,3.9,6.41B,1.25B,437.37M,1.74M,35,,,,,,
CHEMICAL,Berger Paints Pakistan Limited,2026-07-22,BERG,101.2,99.13,101.2,98.8,141,80.65,2.43B,24.55M,9.82M,88.65K,40,5.04,12.44,3.37,0.64,7.97,
FOOD & PERSONAL CARE PRODUCTS,Barkat Frisian Agro Limited,2026-07-22,BFAGRO,34.33,33.48,34.33,33.21,49.25,29.03,10.38B,309.99M,77.5M,307.02K,25,,,,,,
PHARMACEUTICALS,BF Biosciences Limited,2026-07-22,BFBIO,131.32,129.22,131.32,128.5,189.97,124,11.41B,88.33M,26.5M,77.91K,30,,,,,,
MODARABAS,B.F. Modaraba,2026-07-22,BFMOD,23.5,22.28,23.5,22.02,38.84,10,167.44M,7.52M,2.63M,124.37K,35,,,,,,
TEXTILE COMPOSITE,Bhanero Textile Mills Limited,2026-07-22,BHAT,829.99,806.37,829.99,829.99,1040,726.06,2.45B,3.04M,152.05K,27.2,5,0,30.09,0.28,0.23,26.8,3.78
CHEMICAL,Biafo Industries Limited,2026-07-22,BIFO,129.7,126.94,134.4,126.51,207.1,79.1,5.89B,46.38M,16.23M,413.13K,35,5.91,9.41,12.78,1.81,13.49,0.63
COMMERCIAL BANKS,BankIslami Pakistan Limited,2026-07-22,BIPL,27.14,26.98,27.25,26.85,44.1,23.6,29.91B,1.11B,166.31M,406.15K,15,10.19,3.87,5.45,0.64,6.96,
TRANSPORT,Blue-Ex Limited,2026-07-22,BLUEX,7.3,7.02,7.3,7,80.85,4.9,2B,284.28M,113.71M,4.96M,40,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Bunnys Limited,2026-07-22,BNL,6.67,6.4,6.67,6.01,170.73,6.01,4.28B,668.05M,434.23M,1.29M,65,0,0.67,5.69,1.46,9.59,0.59
WOOLLEN,Bannu Woollen Mills Limited,2026-07-22,BNWM,66.2,66.41,67,66.2,89,50,631.31M,9.51M,4.75M,8.62K,50,0,-9.58,-7,0.19,-6.93,-0.3
OIL & GAS MARKETING COMPANIES,Burshane LPG (Pakistan) Limited,2026-07-22,BPL,55,55.84,56.5,53.3,80.97,20.01,1.26B,22.49M,6.75M,26.38K,30,,,,,,
PROPERTY,B.R.R Guardian Limited,2026-07-22,BRRG,50,48.42,52,47.13,53.77,27.53,4.6B,95.01M,47.5M,22.24K,50,,,,,,
TEXTILE COMPOSITE,Blessed Textiles Limited,2026-07-22,BTL,1000,953.82,1000,950,1580,275.01,6.13B,6.43M,321.6K,89.25,5,0,-35.67,-0.77,0.81,-26.74,
CHEMICAL,Buxly Paints Limited,2026-07-22,BUXL,174.3,170.97,174.44,170,274.4,133.02,246.2M,1.44M,576K,3.78K,40,0,-17.12,-4.42,1.51,-9.98,0.11
AUTOMOBILE PARTS & ACCESSORIES,Baluchistan Wheels Limited,2026-07-22,BWHL,227.99,225.29,227.99,225,257.92,147.11,3B,13.33M,7.33M,8.72K,55,7.55,29.35,14.67,1.27,7.67,0.06
TEXTILE SPINNING,Crescent Cotton Mills Limited,2026-07-22,CCM,62.96,58.47,63.5,58.37,68.88,34.4,1.32B,22.66M,10.2M,169.7K,45,0,2.96,-0.18,0.19,19.74,-1.09
"PAPER, BOARD & PACKAGING",Century Paper & Board Mills Limited,2026-07-22,CEPB,28.5,27.95,28.73,27.8,46.7,24.59,11.23B,401.71M,120.51M,459.96K,30,0,-1.87,-1.96,0.86,-14.95,1
TEXTILE SPINNING,Crescent Fibres Limited,2026-07-22,CFL,55.05,58.89,59.99,55.05,94.01,45.1,731.29M,12.42M,3.73M,713.5,30,0,-49.59,-18.39,0.19,-1.19,0.03
SUGAR & ALLIED INDUSTRIES,Chashma Sugar Mills Limited,2026-07-22,CHAS,106.63,104.65,109.98,101.51,160.49,56.01,3B,28.69M,4.3M,8.01K,15,0,-57.51,-5.08,0.29,-1.82,-0.16
CEMENT,Cherat Cement Company Limited,2026-07-22,CHCC,309.98,308.87,314.5,306.01,390,225,60.01B,194.3M,116.58M,241.96K,60,1.78,37.91,19.73,1.6,8.15,0.31
FOOD & PERSONAL CARE PRODUCTS,Clover Pakistan Limited,2026-07-22,CLOV,7.7,7.64,7.79,7.56,88.64,6.59,2.97B,389.29M,214.11M,797.48K,55,0,0.61,4.44,4.08,12.51,-0.31
REFINERY,Cnergyico PK  Limited,2026-07-22,CNERGY,9.96,9.88,10.21,9.73,11.11,5.87,54.28B,5.49B,1.37B,127.37M,25,0,2.78,4.49,0.24,3.55,0.06
FOOD & PERSONAL CARE PRODUCTS,Colgate-Palmolive (Pakistan) Limited,2026-07-22,COLG,1232,1230.35,1240,1205,1335,1050,298.7B,242.77M,24.28M,4.72K,10,4.75,73.22,14.79,8.18,16.8,0.36
PHARMACEUTICALS,Citi Pharma Ltd.,2026-07-22,CPHL,74.9,73.5,75.84,73.3,104.25,69.25,16.79B,228.46M,114.23M,542.25K,50,4.76,4.8,7.92,1.53,15.31,
"PAPER, BOARD & PACKAGING",Cherat Packaging Limited,2026-07-22,CPPL,106,104.73,106.95,104,125.9,64.79,5.14B,49.1M,29.46M,123.77K,60,2.86,1.5,0.52,0.59,69.84,-5.31
TEXTILE COMPOSITE,The Crescent Textile Mills Limited,2026-07-22,CRTM,79.98,77.24,79.99,77.09,96.5,16.6,7.72B,100M,60M,16.11K,60,0,1.31,0.69,0.6,59.06,-8.2
ENGINEERING,Crescent Steel & Allied Products Limited,2026-07-22,CSAP,103.2,103.91,107.97,100.01,143.5,78.25,8.07B,77.63M,34.93M,202.87K,45,7.22,5.08,4.79,0.9,20.44,2.88
CHEMICAL,Data Agro Limited,2026-07-22,DAAG,84.5,85.91,89,84.5,120.25,52,343.64M,4M,970.7K,774.4,24.27,,,,,,
ENGINEERING,Dadex Eternit Limited,2026-07-22,DADX,89.42,89.02,92,89,121.88,42.75,958.21M,10.76M,538.2K,1.48K,5,0,-30.29,-37.21,3.7,-2.94,0.05
CEMENT,Dewan Cement Limited,2026-07-22,DCL,11,11.74,11.84,10.96,16.31,6.61,6.39B,544.11M,190.44M,7.44M,35,0,-2.37,-4.8,0.26,-4.95,0.04
REAL ESTATE INVESTMENT TRUST,Dolmen City REIT,2026-07-22,DCR,38.21,38.56,38.7,38.21,41.8,27.9,85.75B,2.22B,555.92M,414.46K,25,6.69,2.31,78.71,1.13,16.69,
TEXTILE SPINNING,Dewan Farooque Spinning Mills Limited,2026-07-22,DFSM,18.48,18.39,19.4,17.98,35.24,3.75,1.8B,97.75M,34.21M,4.74M,35,,,,,,
CEMENT,D.G. Khan Cement Company Limited,2026-07-22,DGKC,204.97,204.93,207.6,202.5,275.75,145.1,89.78B,438.12M,219.06M,4.47M,50,0.98,27.64,14.23,0.8,7.41,0.26
TEXTILE SPINNING,Din Textile Mills Limited,2026-07-22,DINT,68,67.2,68.5,68,96,41.36,3.53B,52.47M,7.87M,1.66K,15,0,-3.91,-0.63,0.5,-17.17,-1.77
TEXTILE SPINNING,D.M. Corporation Limited.,2026-07-22,DMC,199.8,185.27,199.8,181.2,351.9,43.05,565.52M,3.05M,915.73K,295,30,,,,,,
CEMENT,Dandot Cement Company Limited,2026-07-22,DNCC,17.5,17.29,17.9,17.23,28.07,14,5.47B,316.36M,94.91M,151.91K,30,0,-0.39,-1.76,2.64,-43.99,-0.29
CHEMICAL,Descon Oxychem Limited,2026-07-22,DOL,29.15,29.47,29.69,29.15,41,25.36,5.16B,175.03M,52.51M,164.28K,30,13.57,2.55,8.79,1.72,11.57,-3.83
CHEMICAL,Dynea Pakistan Limited,2026-07-22,DYNO,348,350,350.9,342,366.9,254.3,6.61B,18.87M,12.27M,8.99K,65,4.64,55.14,7.33,1.22,6.35,0.69
MISCELLANEOUS,Ecopack Limited,2026-07-22,ECOP,51.25,51.05,51.79,50.3,78.25,33.82,2.46B,48.26M,36.19M,56.25K,75,3.92,7.67,5.37,1.36,6.65,0.16
FERTILIZER,Engro Fertilizers Limited,2026-07-22,EFERT,191.01,190.24,193,189.52,263.3,187,254.03B,1.34B,600.88M,674.55K,45,7.75,17.26,9.42,5.95,11.02,-1.58
TEXTILE SPINNING,Elahi Cotton Mills Limited,2026-07-22,ELCM,215,227.34,215,215,343.44,124,295.54M,1.3M,260K,320.8,20,0,-24.15,-3.34,4.36,-9.41,0.15
TEXTILE SPINNING,Ellcot Spinning Mills Limited,2026-07-22,ELSM,120,120,120,116,138,99,1.31B,10.95M,3.29M,390.5,30,3.33,3.97,0.28,0.3,30.19,-27.24
CABLE & ELECTRICAL GOODS,Emco Industries Limited,2026-07-22,EMCO,54.86,52.04,54.86,52.02,98.89,31.29,1.82B,35M,10.5M,13.23K,30,,,,,,
INV. BANKS / INV. COS. / SECURITIES COS.,Engro Holdings Limited,2026-07-22,ENGROH,277,273.74,279.9,272.5,302.5,206.8,329.65B,1.2B,903.17M,2.2M,75,0,53.18,10.18,,5.15,0.31
CHEMICAL,Engro Polymer & Chemicals Limited,2026-07-22,EPCL,32.6,32.71,33,32.3,39.32,27.01,29.73B,908.92M,227.23M,1.31M,25,0,-2.97,-3.28,1.43,-11,1.02
POWER GENERATION & DISTRIBUTION,Engro Powergen Qadirpur Limited,2026-07-22,EPQL,25.75,25.81,26.15,25.75,34.98,22.3,8.36B,323.8M,161.9M,347.61K,50,45.52,1.86,5.05,0.73,13.86,-4.97
AUTOMOBILE PARTS & ACCESSORIES,Exide Pakistan Limited,2026-07-22,EXIDE,511.2,500.6,513.99,466,900,365,3.89B,7.77M,1.94M,6.77K,25,1,55.53,2.2,0.52,9.02,
COMMERCIAL BANKS,Faysal Bank Limited,2026-07-22,FABL,99.15,100.1,100.46,99.15,106,69.33,151.92B,1.52B,531.19M,747.88K,35,6.49,15.03,11.4,1.33,6.66,
MODARABAS,First Al-Noor Modaraba,2026-07-22,FANM,7.83,7.3,7.84,7.16,10.83,4.25,168.63M,23.1M,11.55M,403.87K,50,,,,,,
TEXTILE COMPOSITE,Faisal Spinning Mills Limited,2026-07-22,FASM,328,304.09,328,304.01,430,240.02,3.04B,10M,1M,2.82K,10,0,-52.85,-1.19,0.29,-5.75,-1.56
FERTILIZER,Fatima Fertilizer Company Limited,2026-07-22,FATIMA,155,155.49,157,153.95,192.8,107,326.53B,2.1B,315M,1.4M,15,6.11,17.58,13.62,1.89,8.84,0.24
CEMENT,Fauji Cement Company Limited,2026-07-22,FCCL,54.7,53.09,54.74,52.5,62.84,36.26,130.22B,2.45B,858.5M,6.81M,35,2.35,5.99,16.04,1.42,8.86,0.08
FOOD & PERSONAL CARE PRODUCTS,Frieslandcampina Engro Pakistan Limited,2026-07-22,FCEPL,103.5,103.03,104.49,102.5,118.01,63.86,78.98B,766.6M,76.66M,280.49K,10,3.4,4.51,3.23,4.2,22.85,0.67
CABLE & ELECTRICAL GOODS,Fast Cables Limited,2026-07-22,FCL,24.02,23.97,24.04,23.8,28.56,19.65,15.45B,644.58M,161.14M,633.04K,25,,,,,,
MODARABAS,First Elite Capital Modaraba,2026-07-22,FECM,18.25,17.8,19,17.43,57.06,11.75,201.85M,11.34M,8.51M,15.81K,75,,,,,,
CEMENT,Fecto Cement Limited,2026-07-22,FECTC,104.83,106.33,107.62,103.1,195.75,72,5.33B,50.16M,12.54M,120.78K,25,1.88,14,5.6,1.05,7.59,-0.06
MODARABAS,First Equity Modaraba,2026-07-22,FEM,11.21,11.26,11.48,11.03,17.7,4.8,590.47M,52.44M,36.71M,47.86K,70,,,,,,
PHARMACEUTICALS,Ferozsons Laboratories Limited,2026-07-22,FEROZ,384.68,381.26,385.05,375,475,293.01,16.57B,43.47M,17.39M,9.82K,40,1.05,21.66,4.15,1.28,17.6,0.79
FERTILIZER,Fauji Fertilizer Company Limited,2026-07-22,FFC,549,543.91,557.4,541.51,685,425,782.7B,1.44B,791.46M,1.35M,55,7.08,59.83,16.49,2.87,9.09,0.14
FOOD & PERSONAL CARE PRODUCTS,Fauji Foods Limited,2026-07-22,FFL,16.42,16.52,16.75,16.42,23.93,14,41.63B,2.52B,503.99M,1.76M,20,0,0.44,3.79,3.8,37.16,-0.11
MODARABAS,First Fidelity Leasing Modaraba,2026-07-22,FFLM,14.77,14.15,15.27,14,27.23,4.4,373.76M,26.41M,17.17M,346.1K,65,,,,,,
MODARABAS,First Habib Modaraba,2026-07-22,FHAM,33.1,32.52,33.1,32.52,39.49,23.81,3.6B,110.83M,94.21M,7.96K,85,6.92,7.53,17.05,0.59,4.32,0.11
MODARABAS,First IBL Modaraba,2026-07-22,FIBLM,16.8,13.77,16.8,13.74,22.24,6.7,298.64M,21.69M,10.84M,639.73K,50,0,0.94,43.94,1.19,14.7,0.46
MODARABAS,First Imrooz Modaraba,2026-07-22,FIMM,200,200,200,200,397.69,173.39,600M,3M,900K,90.8,30,,,,,,
CEMENT,Flying Cement Company Limited,2026-07-22,FLYNG,43.15,42.55,43.15,41.5,61,39.2,29.56B,694.8M,104.22M,15.04K,15,0,1.29,5.99,2.3,32.94,0.12
TEXTILE COMPOSITE,Feroze1888 Mills Limited,2026-07-22,FML,55.03,55,57.98,54.99,86,34.05,21.97B,399.41M,39.94M,74.04K,10,0,0.46,0.27,0.65,119.44,-25.86
MODARABAS,First Punjab Modaraba,2026-07-22,FPJM,10.79,10.07,10.79,10,14.99,4.23,342.58M,34.02M,13.61M,3.21M,40,0,-3.22,-38.72,-0.74,-3.13,0.45
MODARABAS,First Paramount Modaraba,2026-07-22,FPRM,13.01,13,13.47,12.7,16.99,9,179.25M,13.79M,6.2M,42.31K,45,,,,,,
GLASS & CERAMICS,Frontier Ceramics Limited,2026-07-22,FRCL,99.5,98.46,105.95,99.5,118.45,38.31,3.73B,37.87M,1.89M,1.37K,5,,,,,,
SUGAR & ALLIED INDUSTRIES,Faran Sugar Mills Limited,2026-07-22,FRSM,48.88,47.56,49,47.5,63.48,34.22,1.88B,39.51M,11.85M,2.84K,30,0,17.31,5.93,0.86,2.75,0.03
MODARABAS,First Treet Manufacturing Modaraba,2026-07-22,FTMM,16.28,16.34,16.69,16.25,23.75,11.14,3.2B,195.6M,9.78M,1.27K,5,9.18,0.5,2.47,1.15,32.96,-1.47
MODARABAS,First Tri-Star Modaraba,2026-07-22,FTSM,31.16,31.03,31.5,29.1,57,11.52,656.69M,21.16M,8.47M,10.99K,40,,,,,,
TEXTILE COMPOSITE,Fazal Cloth Mills Limited,2026-07-22,FZCM,256.74,256.73,256.74,254,369.99,185.52,7.7B,30M,3M,1.22K,10,0,3.02,0.1,0.16,85.09,40.06
